Tweet,Nilai
"@TirtoID Untuk Vak Nus saya percaya Dr Terawan, karena vaksinnya tidak menggunakan virus yg diperlemah, injeksi vaksin dlm darah di luar tubuh jadi bisa pra analisis dan Terawan selalu  out of the box",Percaya
"Untuk itulah Dinas kesehatan DKI Jakarta tetap melakukan vaksin, karena Vaksin Aman. https://t.co/uZETaLGh7S",Percaya
Maju terus Vaksin Nusantara..! Biarkan anjing menggonggong sementara khafilah tetap berlalu..! https://t.co/LzhzUF95fD,Percaya
Vaksin aman selama berpuasa dinyatakan oleh fatwa MUI nomor 13 tahun 2021. https://t.co/0k1ZzjayfQ,Percaya
@korantempo Maju terus Vaksin Nusantara...!,Percaya
"Ini kata MUI bahwa vaksin nggak bikin batal puasa ya. Jadi, Vaksin Aman kok. ðŸ˜Š https://t.co/3WPUAhF7Ml",Percaya
"#Rap Datuk A Aida menjadi artis tempatan pertama di negara ini menerima suntikan vaksin Pfizer-BioNTech.

https://t.co/31Eghm11JL",Percaya
"Hal yang membatalkan puasa adalah makan dan minum dengan sengaja. Sementara, vaksin Covid-19 diinjeksi melalui intramuskular, tidak dianggap sebagai makanan dan minuman.

Vaksin aman untuk orang yang sedang berpuasa dan bisa melanjutkan ibadah puasa tan0a harus meng-qadha nya.",Percaya
Vaksin dulu biar..sehat.. https://t.co/rVanJNllKM,Percaya
"Emang boleh vaksin saat puasa? Boleh, MUI sudah menekan fatwa nomor 14 tahun 2021 bahwa vaksinasi Covid-19 tidak membatalkan puasa.

Jadi kita yang muslim enggak perlu khawatir. Tinggal mempersiapkan tubuh agar vaksin aman setelah diinjeksi ke dalam tubuh. https://t.co/JgrWxbNJe5",Percaya
Melalui Jubir vaksinsi @KemenkesRI menjelaskan program vaksinasi Presiden @jokowi akan tetap dijalankan di bulan Ramadhan dngan dasar Fatwa yang di keluarkan MUI bahwa vaksin tidak membatalkan puasa. https://t.co/s6uw3iS7nR,Percaya
"BULAN BAKTI ISTRI DOKTER 2021 
""IIDI Cabang Jepara dukung vaksin Covid-19""
#pd_iidi
#bbid2021
#faridaiidi
#iidi_jepara https://t.co/9WK3fcTsoR",Percaya
"Jadi, selama vaksinnya tidak lewat rongga mulut, kubul dan dubur atau rongga badan yang terbuka, vaksin aman dan tidak membatalkan puasa. Karena pemberian vaksin tidak dianggap sebagai makan dan minum.",Percaya
"@fitrian alhamdulillah, jadi lega kalau ada fatwa begini, Mbak. Aku belum ada jadwal vaksin sih, masih nunggu.",Percaya
Jadi sekarang kita harus vaksin karena vaksin aman. Selain itu kita bisa membantu pemerintah untuk mewujudkan kekebalan kelompok agar bisa terbebas dari pandemi.,Percaya
"Ayo vaksin, lawan Covid-19 dengan Vaksinasi 

@divisihumaspolri #polripresisi #poldasulsel https://t.co/xWhKh8NTw1",Percaya
"Fungsi vaksin merangsang pembentukan sistem antibodi untuk mengenali jenis virus SARS Cov2 ini yg menyebabkan penyakit covid 19

jadi kalo kalian sudah pernah berpengalaman terpapar dan saat ini misih idup itu artinya antibodi anda sudah terbentuk

ga perlu vaksin lagi",Percaya
"Alhamdulillah puas masuk hari ke 3. Semoga makin lancar dan kuat ya sampai akhir Ramadan.

Vaksinasi Covid-19 msh terus berjalan dan Vaksin Aman diberikan selama berpuasa. Kok bisa?

Sebuah utas...",Percaya
"Please help support Sudah Vaksin, add a #Twibbon now! https://t.co/uzEyvJE0UL",Percaya
"Vaksin aman, Satgas penanganan menegaskan pelaksanaan vaksinasi akan terus dilakukan selama bulan Ramadhan dengan memperhatikan kondisi penerima vaksin yang sedang menjalankan puasa. https://t.co/VcTLJhTWiy",Percaya
"Walikota Surabaya, Eri Cahyadi mengutip fatwa MUI bahwa vaksinasi di siang hari tidak akan membatalkan puasa. Masyarakat diharapkan untuk tidak khawatir mengikuti vaksin, vaksin aman. Jokowi meminta agar masyarakat sukseskan vaksinasi ini.",Percaya
"Hmmm !!! Terawan maju terus uji klinis Vaksin Nusantara di tengah sikap kontroversi BPOM, Anggota DPR RI jadi relawan https://t.co/wnEXML7z4L",Percaya
"@MrsRachelIn IDI kelihatannya tdk suka dgn apresiasi dr anggota dewan thd hasil kerja dr.Terawan dlm menciptakan vaksin nusantara sbg salah satu upaya utk menyudahi pandemi covid-19 ini di negara kita.
IDI ini kok dari dulu sptnya amat memusuhi dr.Terawan...!?!?",Percaya
"Selain BPOM, Kemenkes juga menyambut baik keputusan MUI yang memperbolehkan penggunaan produk vaksin AstraZeneca dengan tujuan masyarakat segera keluar dari darurat pandemi COVID-19. https://t.co/CGdueGplIK",Percaya
"Jangan pernah ragu untuk di vaksin, baik dilakukan pada pagi, siang hari atau menjalankan puasa itu tidak akan membatalkan puasa karena vaksin aman. https://t.co/TWiXHCyjjG",Percaya
"Bismillah... 
In syaa Allaah Siap di Vaksin Covid - 19.

 #menunggujadwaldiVaksin",Percaya
"Vaksinasi ini salah satu cara kita untuk terus sehat dan melanjutkan puasa dan ibadah kit. Covid ini tidak seperti kelihatannya, dia bisa ada di dekat kita kapan aja. Makanya vaksin ini penting juga untuk menjaga imun kita https://t.co/7b0hbSC18L",Percaya
"Nah kalau udah ada fatwa MUI ini udah mantep khan gak perlu pusing dan bingung lagi. Pokoknya puasa dan vaksin covid 19 tetep aman ya, gak akan ngaruh ke ibadah kita semua https://t.co/djXKtYXgza",Percaya
"menurut AGAMA pun semua sdh ada AHLInya &amp; kita harus berpasrah pada ahlinya,, jadi kalo vaksin sdh dikatakan klinis yaa kita harus vaksin ðŸ˜ðŸ‘ https://t.co/tOCeeNlqeT",Percaya
Gimana caranya vaksin sih kok ini gua liat udah pada mulai dapet ya,Percaya
@whereistherrr hbis ni gw mau vaksin kedua juga nih yah. jujur takut godin. soalnya iya pas yg oertama emang jadi laperan ðŸ˜ðŸ‘,Percaya
Akhirnya vaksin juga...,Percaya
"So far so good ini Sinovac, paling kemeng doang tangan.

Yuk mari menanti tahap 2 vaksin dengan ttp menjaga kesehatan as always.",Percaya
"Vaksin Nusantara Ditolak Negara 
https://t.co/SmZWr0pS97",Tidak Percaya
"@NarasiNewsroom Epidemolog, IDi, BPOM beda pendapat dg mantan Menkes dan DPR soal vaksin Nusantara. Trs rakyat disuruh mikir sendiri? Krn tdk tahu hrs percaya sm siapa...kasian rakyat+62",Tidak Percaya
Hemmmm mau vaksin ke2 banyak dramaaa ðŸ˜Œ,Tidak Percaya
"@Kemdikbud_RI Min boleh minta no telp klinik pratama kemdikbud, saya mau nanya soal vaksin kedua. Terima kasih",Tidak Percaya
"@KompasTV @pendekar58 Siapa juga yg bisa menjamin vaksin Sinovac, pfizer, astrazaneka, dll tidak menimbulkan masalah...",Tidak Percaya
"Vaksin Nusantara Ternyata Bukan Karya Anak Bangsa, Ini Kata Pakar https://t.co/06Y4DqJOax",Tidak Percaya
"Kader Banteng DPR RI Tak Ikut Uji Klinis Vaksin Nusantara

https://t.co/rTd6LqlQQL #pdiperjuangan",Tidak Percaya
"@TheArieAir Karena efikasi vaksin sinovac cuma 65,3% pun seperti vaksin covid lainya belum bs sampai 100% https://t.co/7e34LNcWxA",Tidak Percaya
"Bos Res Tawang di Batu Ceper meninggal kn corvid ktnya..pdhl uda vaksin ke 2 jg..tertular dr pembantunya..dia msk RS 2 minggu aja .. jln selamanya.
Tetap hrs hati2 n jaga biar sdh vaksin pun...tdk jamin. https://t.co/t34TNthHhl",Tidak Percaya
"@detikcom Gpp jadi kelinci percobaan, tuh vaksin belum lolos rangkaian uji klinis, kita lihat aja gimana hasilnya ðŸ˜",Tidak Percaya
@CNNIndonesia Kita lihat saja vaksin yg belum uji klinis apakah aman atau tidak,Tidak Percaya
"@RaiTeguhParjaya @kompascom Iya, ada apa? Kok pihak vaksin Nusantara diam saja? Kalau BPOM bohong silakan bantah.",Tidak Percaya
@NarasiNewsroom Perlu uji klinis dulu baru vaksin itu layak disuntikkan,Tidak Percaya
"@yanadrn @raditph Aduh ðŸ¤¦ðŸ»â€â™€ï¸ Mungkin bbrp orang udh menganggap ""aman"" karena udh ada vaksin kali ya. Pdhl mah vaksin ga 100% mencegah dari Covid",Tidak Percaya
Sekarang rame isu vaksin nusantara ya. Penasaran dimana bisa dapet argumen 'pro'-nya. Ada yang bisa kasih koordinat?,Tidak Percaya
"@TirtoID Hmmm bos gue lagi nungguin vaksin nusantara besutan pak mantan menkes ini. Biar aja gue jg mau lihat reaksinya nnti dibadan dia bgmn, seefektif dgn sinovac dkknya  kah atau tidak",Tidak Percaya
"VAKSIN NUSANTARA.
ELIT POLITIK MULAI MELAWAN PEMERINTAH
Rocky Gerung Official
ðŸ‘‡ðŸ˜³ðŸ‘‡
https://t.co/etLW4FCubT",Tidak Percaya
"@PakAhmadUtomo Kalo emang jelas merek dagangnya vaksin nusantara udah seharusnya dipakai untuk memenuhi beberapa kuota vaksin dalam negeri, masalahnya kan sekarang informasinya masih liar dan ngga jelas bung, gimana mau menyimpulkan kalo informasinya sepotong2x bung...",Tidak Percaya
BPOM Belum Keluarkan Izin Uji Klinik Tahap II untuk Vaksin Nusantara https://t.co/BckJHocIPn,Tidak Percaya
"Kenapa aware bgt sm vaksin buatan Amerika ? Pernah ada case, org disuntik2 vaksin jd autis. Ya mungkin org Indo susah percaya / gak percaya sama sekali. Apalagi vaksin impor ini gak disetujui BPOM. Sangat berbahaya. Jgn asal suntik2 aja https://t.co/z4n2bN59PH",Tidak Percaya
@risw_okob vaksin nusantara absurd dan maksa #simpanthread @BotKumpulan,Tidak Percaya
Benarkah ilmuwan AS lebih mendominasi riset vaksin 'anak bangsa' ini? https://t.co/7hWLSOOOLf,Tidak Percaya
"@motizenchannel @PutraWadapi Oom tolong deh, mending om dorong para peneliti vaksin nusantara untuk menjelaskan secara transparan seputar proses2x dan hasil2x uji dll yg dicermati @BPOM_RI Tempatkan riset pada porsinya sebagai sebuah upaya saintifik dan jauhkan dari urusan perpolitikan",Tidak Percaya
"Karena ada laporan pembekuan darah. Food and Drug Administration serta Center for Disease Control Amerika Serikat, merekomendasikan penghentian sementara penggunaan vaksin Johnson &amp; Johnson. Penghentian sementara vaksin dosis tunggal untuk tekan penularan kasus COVID-19 ini. https://t.co/5lDXwfmk39",Tidak Percaya
"Pro Kontra Vaksin Merah Putih, 40 Anggota DPR Jadi Relawan, BPOM Ragu, hingga Jawaban Peneliti https://t.co/wchHXjiSPC via @tribunnews",Tidak Percaya
"Udah gagal ngatasin covid-19,lah sekarang mau bikin vaksin buat covid-19 ðŸ‘ https://t.co/UpCTElhfpg",Tidak Percaya
@hipohan @eemom73 ...untung gw blum di vaksin..,Tidak Percaya
@dhanangpuruhita Vaksin nusantara ini baru sejak ide aja udah kontra. Mungkin ada kepentingan lain diluar medis yang kita ga tau.,Tidak Percaya
@TheArieAir Jangan2 vaksin palsu lagi ðŸ˜Š,Tidak Percaya
Kepala gue pusing bgt ini ngaruh dari vaksin gasi???ðŸ˜­,Tidak Percaya
@cyjwj9694 Hah? Gimana? Nggak jadi vaksin gitu maksudnya??? Kok gitu?,Tidak Percaya
"vaksin, swab, rapid, masker = cuan",Tidak Percaya
"Apa sih yang membuat sejumlah anggota DPR ramai-ramai disuntik vaksin nusantara?

https://t.co/T7oWtJSIlA",Tidak Percaya
@indanasiaa Kayanya yg pasti gaboleh vaksin yg kaya gini https://t.co/7ywNtecmIF,Tidak Percaya
"dosenku tiap ngajar ""udah di vaksin belom?""",Tidak Percaya
"@revanheryan08 @TyasZain @RodriChen bikin vaksin itu ga cukup cuma berdasarkan tujuan baik, ada kaidah &amp; prosedur yang harus ditaati lah biar vaksinnya aman. sesat berfikir",Tidak Percaya
"@___Mr_J03n4____ Jauh"" dr vaksin dech....di vaksin jg msh hrs pake masker trus gunanya apa tuch vaksin klo g bisa kebal tubuh kita dr virus..ðŸ‘Ž",Tidak Percaya
"@RaiTeguhParjaya @kompascom Ya gimana, pihak vaksin nusantaranya juga cuma ngasih statement ""karya anak bangsa"" atau ""cintai produk dalam negri"", itu pun jubirnya anggota DPR",Tidak Percaya
So pregnant dgn bf mom dah bole ambik vaksin la kan?,Tidak Percaya
"Meskipun kita divaksin apapun jenis vaksin nya, ðŸ˜ya tetap aja prokes tetap jalan, seperti pake masker dll, ya kalau begitu ngapain di vaksin? #vaksinbukansolusimengakhiripandemi",Tidak Percaya
@fitrian Ini banyak dikhawatirin orang ya.. Pada ragu mo vaksin krn takut batal puasa,Tidak Percaya
"Lucu deh baca artikel berita tentang Vaksin N nya pak ex menteri. Jelas2 penelitiannya gak sesuai cpob (cara pembuatan obat yg baik) makanya gak dapet ijin bpom. 

Terus malah si bapak2 dpr juga ngotot buat tetep dilaksanain uji klinis tahap 2nya.",Tidak Percaya
"BPOM menemukan sejumlah kejanggalan pada pengembangan vaksin Nusantara. Selain pengujian belum memenuhi standar ilmiah, vaksin ini berpotensi mengakibatkan efek samping bagi tubuh manusia. Berikut ini rinciannya. #korantempodigital #KoranTempo https://t.co/D8tYT7r04a https://t.co/69xZx1QWSG",Tidak Percaya
"Waduh, Peneliti Vaksin Nusantara Disebut Abaikan Koreksi BPOM? 

Vaksin Nusantara itu bukan untuk vaksin covid tapi vaksin politik.

https://t.co/QhesWkAm0E",Tidak Percaya
"Terawan jadi menteri kesehatan ngurusi data pasien covid aja nyembunyiin data. Terus berharap dpi bikin vaksin ngasih tahu data penelitiannya?

Mimpi kamu, dek! https://t.co/buoNV5nLYT",Tidak Percaya
@PakAhmadUtomo @ismailfahmi Saya melihat vaksin satu ini ada unsur politisnya. Terlihat dari ngotonya bbrp anggota dpr,Tidak Percaya
Rencana Pemberian Vaksin Nusantara ke Anggota DPR Dianggap Ganjil https://t.co/DlYpVH9zoi,Tidak Percaya
@politikana Od money Golkar mungkin banyak yg dimintain sumbangan buat muterin vaksin amrik ini jadi punya terawan kali?,Tidak Percaya
"@drpriono1 @BPOM_RI Yg penting jgn pakai standar ganda, emang BPOM memeriksa langsuÃ±g proses pembuatan vaksin ke Cina dan Amerika, katanya hanya berdasar laporan, lha gmn bisa menerapkan standard berbeda dg Vaksin Nusantara,?",Tidak Percaya
"@penyejuk_hati_ @DivHumas_Polri lha?
belum terbukti secara klinis, lalu sudah ngaku2 ampuh dan dipakaikan ke orang, itu ga beda sama vaksin palsu...

buktikan dulu itu ampuh, baru jadi vaksi asli ðŸ˜Š",Tidak Percaya
