Tweet,Nilai
"Habis divaksin Coronavak, efeknya mengantuk dan skrg kok serasa demam ya #VaksinasiNasional #LangkahBaikDemiNegeri #MakinBanggaBuatanIndonesia #LiburanHindariKerumunan #HariBerbagiNasional #IkatanCintaEp262 https://t.co/W290VycoWS",Percaya
"Mari kita bersama sukseskan vaksinasi

#VaksinasiNasional https://t.co/QCTycPsN4y",Percaya
Tapi pas sampe istora rame orang pada #VaksinasiNasional,
"Semalam ofismate isteri amik vaksin..mlm tu jer dah dapat kesan. Sesak nafas secara tiba²..terus warded kt HKL. fuh, makna betul la kan tak semua orang boleh terima benda asing masuk dlm badan. Harap² xda ap yg buruk berlaku. #vaksin #VaksinUntukSemua #VaksinasiNasional #COVID19",
"Disiplin Prokes Setelah Vaksinasi
#VaksinasiNasional https://t.co/gb5XR7tGtz",
"Disiplin Prokes Setelah Vaksinasi
#Vaksin 
#VaksinasiNasional https://t.co/poNpJl5NEV",
@imhaf88 @JKJAVMY Segerakan vaksin! PKP takde function! #vaksin #VaksinasiNasional,
"Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 5 Mei 2021 pukul 18.00 WIB.

#VaksinasiNasional https://t.co/Wges0prAzw",
"Tahniah kakitangan @RailwayAssetsMy En Mohammad Rosli Zulkiflee yg telah menerima vaksin AstraZeneca pagi tadi.
Beliau di antara 260,000 penerima vaksin tersebut yg dibuka secara sukarela kpd individu berusia 18 tahun ke atas di Selangor &amp; KL.
#VaksinasiNasional 
#KitaJagaKita https://t.co/4ShYCZYAXC",
"41% Masyarakat Menolak Keharaman Vaksin AstraZeneca. 
#VaksinasiNasional https://t.co/oe9MyzhqmN",Tidak Percaya
"Dukung Vaksinasi Nasional!! 
#VaksinasiNasional https://t.co/cYHLemcixA",Percaya
"Mari Kita Bersama Sukseskan Vaksinasi.
#VaksinasiNasional https://t.co/rV4nCFzyTJ",Percaya
"Tak Ingin RI Alami Tsunami Covid seperti India, Diminta Agar Masyarakat selalu Disiplin Protokol Kesehatan. 
#VaksinasiNasional https://t.co/YG5s3Exbsh",
"Pemerintah gerak cepat melakukan Program Vaksinasi Massal. 
#VaksinasiNasional https://t.co/wFleBGROan",
"Ahli: Anak Muda dan Orang yang Tak Divaksin Lebih Berisiko Tertular Covid

https://t.co/NkjuXqyfjU

#vaksincovid19 #VaksinasiNasional #CoronaSecondWave #COVID19 #CoronavirusPandemic #Corona",
"18.956 Orang di Lamsel Telah di Vaksinasi
https://t.co/0KIYJ0OufR

#beritakitacoid #sobatkita #Lampung #Lampungselatan #Lamsel #Covid19 #LebaranTundaMudik #vaksincovid19 #VaksinasiNasional #berita #daerah #SemuaDemiBangkitkanRI https://t.co/gs4nTXIHcF",
"Tembus 20jt suntikan, pemerintah bergerak cepat melakukan program vaksinasi massal

#VaksinasiNasional https://t.co/MDwF6rKgxy",
Udah siap disuntik ulang vaksin lagi ? #VaksinasiNasional https://t.co/yHaS6kzYm8,
"Terima Kasih atas Partisipasinya, dalam Mensukseskan Program Vaksinasi Covid-19 *(Vaksin Aman dan Halal)* Tahap ke-2 untuk Lansia. _Mari kita Sukseskan Bersama untuk Indonesia Sehat dan Aman._

#VaksinasiNasional https://t.co/NLG0Yt8SPd",Percaya
Antri nunggu giliran setelah Bapake.. #VaksinasiNasional #vaksinuntukkita https://t.co/zE2WCqOjLR,
"HOTMAN Paris Tunjukkan Hasil Tes Serologi setelah Vaksin Covid-19 Dosis 2: Siap Lawan Musuh-musuh Ku

https://t.co/fJfuraEXW3

HOTMAN PARIS MAKIN SIAP LAWAN MUSUH2NYA SETELAH HASIL TES VAKSIN... SINDIR SIAPA YA???

#VaksinasiNasional #covid19 #hotmanparis #vaksinasi",Percaya
"Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 4 Mei 2021 pukul 18.00 WIB.

#VaksinasiNasional https://t.co/KTHDNTuhBZ",
"Vaksinasi dosis pertama bagi warga lanjut usia (lansia) di Lampung mencapai 25.016 orang sejak berjalan pada April lalu.  
#Vaksin #vaksincovid19 #vaksinlansia #VaksinasiNasional #vaksinlampung #lampostco https://t.co/hhQIYS3u5M",
"[SURVEI PENELITIAN]

Hai!! Kami dari FKM UINSU, saat ini sedang melakukan *penelitian penerimaan vaksin covid-19 di Kota Medan.* Jika tema teman berkenan boleh isi link survei berikut :
https://t.co/ngCohuQNAs

#vaksin
#COVIDIOTS
#vaksinuntukkita
#VaksinasiNasional
#Ramadan https://t.co/NGLPdMwXbV",
"Org mah vaksin di puskesmas aja blm dpt giliran..lah dia di stanford

#VaksinasiNasional 
#maudyayunda https://t.co/zKmzmXSgGL",
"Menaker: Program vaksinasi perkuat kesehatan dan perlindungan pekerja

#VaksinasiNasional https://t.co/NztaApf4v6",
"hebat cuyy vaksinasi covid-19 di indonesia udah tembus 20 juta dosis
#vaksinuntuksemua #vaksinuntuklansia #VaksinasiPelayanPublik #covid19 #vaksinhalal #vaksin #vaksinasinasional https://t.co/FR9x2bDCMm",Percaya
"presiden ajak seluruh masyarakat indonesia selalu memakai masker
#vaksinuntuksemua #vaksinuntuklansia #VaksinasiPelayanPublik #covid19 #vaksinhalal #vaksin #vaksinasinasional https://t.co/hSOFsWFJpF",
"presiden mengingatkan kegiatan vaksinasi tetap berjalan di daerah-daerah
#vaksinuntuksemua #vaksinuntuklansia #VaksinasiPelayanPublik #covid19 #vaksinhalal #vaksin #vaksinasinasional https://t.co/irudj0q6qy",
"Waspadai peningkatan kasus penularan covid-19 di daerah, inilah kenapa mudik harus dilarang
#vaksinuntuksemua #vaksinuntuklansia #VaksinasiPelayanPublik #covid19 #vaksinhalal #vaksin #vaksinasinasional https://t.co/KqWggEfIE0",
"Dengerin nih presiden minta masyarakat jangan lengah dan tetap disiplin prokes
#vaksinuntuksemua #vaksinuntuklansia #VaksinasiPelayanPublik #covid19 #vaksinhalal #vaksin #vaksinasinasional https://t.co/4ksV670xvS",
"Keren nih tren kasus covid-19 di Indonesia diklaim makin membaik
#vaksinuntuksemua #vaksinuntuklansia #VaksinasiPelayanPublik #covid19 #vaksinhalal #vaksin #vaksinasinasional https://t.co/Kl5VifJ3f4",
"Mau Vaksin, Nggak Harus Tes PCR Atau Antigen Dulu Kok

#Vaksin #VaksinasiNasional #vaksincovid19 #Corona #coronavirus #COVID19 #COVIDー19 #COVID__19 #Covid_19 #COVID #RakyatMerdeka #RMid

https://t.co/xabpqgqotO",
"“Saya juga ingin terus mengajak kita semuanya untuk ke manapun selalu memakai masker, memakai masker, memakai masker,” ucap @jokowi  

#Vaksin #VaksinasiNasional 
https://t.co/3r0VRO5jaG",
"Apakah boleh memetik keuntungan uang dari pengadaan test Antigen, Swab, dan vaksin Covid-19? Jika boleh: sampai di mana ambang kewajarannya? Siapa penentu batas kewajaran itu?

#Covid_19 #VaksinasiNasional #VaksinUntukIndonesia",
"Siapa yang paling diuntungkan dari pengadaan vaksin Covid-19??? 

#vaksincovid19 #VaksinasiNasional #VaksinUntukIndonesia",Tidak Percaya
"[SURVEI PENELITIAN]

Hai!! Kami dari FKM UINSU, saat ini sedang melakukan *penelitian penerimaan vaksin covid-19 di Kota Medan.* Jika tema teman berkenan boleh isi link survei berikut :
https://t.co/ngCohuQNAs

#vaksin
#COVIDIOTS
#COVID19
#VaksinasiNasional
#Ramadan2021
#5M https://t.co/pGjFJWAvQi",
"Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 3 Mei 2021 pukul 18.00 WIB.

#VaksinasiNasional https://t.co/VPWsfX6ljr",
"@jokowi mengklaim, tren penurunan kasus Covid-19 mulai dirasakan sejak implementasi pembatasan kegiatan masyarakat berskala mikro yang disertai kebijakan vaksinasi massal. #VaksinasiNasional #vaksincovid19 #vaksindatanglagi #Vaksin #vaksinastrazeneca 
https://t.co/4pZdOjAHxa",
Mari dukung #VaksinasiNasional tahap 2 https://t.co/jIIDAmF4Si,Percaya
"BPOM terbitkan Izin Penggunaan Darurat untuk Vaksin Sinopharm.
#VaksinasiNasional #COVID19Vaccine #Sinopharm #Corona https://t.co/RugTFhnQrw",
"Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 2 Mei 2021 pukul 18.00 WIB.

#VaksinasiNasional https://t.co/VG4acMa9Gb",
"[SURVEI PENELITIAN]

Hai!! Kami dari FKM UINSU, saat ini sedang melakukan *penelitian penerimaan vaksin covid-19 di Kota Medan.* Jika tema teman berkenan boleh isi link survei berikut :
https://t.co/ngCohuQNAs

#vaksin
#COVIDIOTS
#haripendidikan 
#VaksinasiNasional
#Ramadan2021 https://t.co/J2YlFK8n0i",
"#SaptaSelectNews
#Indonesia dengan cakupan #VaksinasiNasional &lt;10% populasi, sedang alami peningkatan kasus (rerata mingguan).
cc @tsetiady @johanadhi @hendratno64
Grafik: Emily Barone @TIME
Data: @OurWorldInData (vaksin) &amp; @JHUSystems (kasus harian).
via https://t.co/1kl0hq2nWD https://t.co/BWcVOuYvMt",
09.28 #BeritaSONORA - Indonesia mendapatkan hampir satu juta vaksin jenis Sinopharm yang akan digunakan untuk Vaksinasi Gotong Royong atau vaksinasi mandiri yang berada di luar vaksinasi program pemerintah.  #VaksinasiNasional #adadiKompas https://t.co/7svbixLSMR @hariankompas,Percaya
Indonesia mendapatkan hampir satu juta vaksin jenis Sinopharm yang akan digunakan untuk Vaksinasi Gotong Royong atau vaksinasi mandiri yang berada di luar vaksinasi program pemerintah. #Iptek #VaksinasiNasional #adadiKompas https://t.co/2DfYmpMGBx,Percaya
"Vaksinasi Covid Tidak Membatalkan Puasa
#VaksinasiNasional 
#VaksinCovid19 
#vaksin https://t.co/IMw08t7UKx",Percaya
"Vaksinasi Covid Tidak Membatalkan Puasa
#VaksinCovid19 
#VaksinasiNasional https://t.co/0zCCt7WpKJ",Percaya
"Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 1 Mei 2021 pukul 18.00 WIB.

#VaksinasiNasional https://t.co/LxuFOJYoNs",
