Tweet,Nilai
"@khalidkarim CanSino is 1 dose. Sputnik kena tunggu shenanigans. Entah lah, inordinately slow AF",
"CannotSino lah.
CanSino is one dose kan?

Sputnik ada dok? https://t.co/vci3GlnJCy",
"@zhfrst Kantor? AstraZeneca?
Setau gw yang gotong royong pake Sinopharm san CanSino",
"@AmmarTiger2 @amer7211 eh beli la. cuma sinovac dah appoint exclusive distributorship dgn pharmaniaga. begitu juga sputnik dgn duopharma dan cansino dgn solution bio. vaksin sinopharm boleh lagi, india vaccine boleh lagi. ada banyak lagi vaksin brand2 lain kat luar tu.",
"Tetap untuk usia di atas 50 tahun vaksin viral vector, tadi kurang #cansino, aman dan efektif. Khususnya #AstraZeneca menjadi tulang punggung vaksinasi dunia karena sifatnya yang non-profit.",Percaya
"@dokterimun_id Ini vaksin covid 19 Cansino dengan adenovektor, juga sedang diajukan persetujuan EUA ke BPOM dokter....",
"Dikutip dari South China Morning Post, vaksin CanSino disebut efektif sampai 90% utk mencegah kasus infeksi COVID-19. Vaksin CanSino diproduksi oleh CanSino Biologics Inc, China, dengan nama Ad5-nCoV.
Jenis vaksin gotong royong ini berplatform adenovirus. #StayFitForLife https://t.co/4a2fmaOztW",Percaya
"Keuntungan Penjualan Vaksin Covid-19 Melahirkan Sembilan Miliarder Baru, Menurut Kelompok Kampanye https://t.co/z0WFvb2C92 

#vaccine #COVID19 #Moderna #PfizerVaccine #CanSino",
Bio Farma Akan Beli 50 Juta Dosis Vaksin  CanSino China https://t.co/G6EB07kYBI,
PT Bio Farma (Persero) telah menyepakati pembelian 50 juta dosis vaksin Covid-19 yang berasal dari CanSino China.,
Bio Farma Bakal Beli 50 Juta Dosis Vaksin CanSino China https://t.co/cGnSkk1lD3,
"@pmngks91 @xboripx case urg kemungkinan pake sinopharm atau moderna atau sputnik atau cansino...
akhirna urg daftar aja, da disieun² porsina sarua, divaksin hariwang, teu divaksin hariwang...
bismillah weh ngarana ge ikhtiar...",
"Sobat PNM! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino.

#VaksinGotongRoyongPekerja https://t.co/BwTkQqR9AR",
"Selain Sinopharm, vaksin CanSino juga akan dipakai untuk program gotong royong. Vaksin ini berteknologi adenovirus, kapan disetujui BPOM? https://t.co/tpl8AQiGKI",
Yang ni la patutnya Genting ambik aritu. Sebab Cansino https://t.co/uTbHS0LK83,
"Selain Sinopharm, vaksin CanSino juga akan dipakai untuk program gotong royong. Vaksin ini berteknologi adenovirus, kapan disetujui BPOM? https://t.co/D1QarklKrK",
Fakta-fakta Vaksin Sinopharm dan Cansino yang Masuk dalam Program Vaksinasi Gotong Royong https://t.co/SWmji5tFoU,
Baru daftar Program VGR (Vaksin Gotong Royong) CanSino/Sinovac tergantung di kasih pemerintah,
"Direktur Utama PT Bio Farma (Persero) Honesti Basyir mengatakan, vaksinasi gotong royong sudah berjalan sejak 18 Mei 2021. https://t.co/l2GsNaTcH9",
"Lantas, apakah emergency use authorization (EUA) CanSino sudah terbit? #kumparanNews https://t.co/veG1PSYpSj",
"Vaksin Sinopharm &amp; CanSino Segera Tiba di RI, Ini Jadwalnya https://t.co/x5I5nFp8Ty",
"Pemerintah akan menambahkan jumlah dosis vaksin Covid-19 yang digunakan dalam program vaksinasi gotong royong. Adapun dua jenis vaksin yang akan ditambahkan adalah Sinopharm dan Cansino. Di samping itu, apakah vaksinasi gotong royong juga dapat memulihkan Ekonomi RI? https://t.co/v4xItouhAO",
"vaksin cansino fix jadi program vaksinasi gotong royong

#vaksingotongroyongpekerja https://t.co/74HeMCxh2z",
"@Stone98Jade @univ_indonesia @UGMYogyakarta @itbofficial @ipbofficial @unpad @UndipSemarang @UB_Official @its_campus @Unair_Official @UNJ_Official @upiofficial @BEMUI_Official @bemkm_ugm @bemkmipb @KM_ITB @bem_unpad @BEMUndip_ @BEMUNAIR_ID @BEM_ITS @muhammadiyah @nahdlatululama @univ_pasundan @11MaretUniv @iainsurakarta @Jogjastudent @EM_UBOfficial @UINSK @UIIYogyakarta @SBYudhoyono @Pak_JK @fadlizon @aagym @hnurwahid @rockygerung @msaid_didu @JimlyAs @KhofifahIP @PKSejahtera @Nurmantyo_Gatot @ustadtengkuzul @haikal_hassan @ReflyHZ @caknundotcom @infoRIAU @infoSumbar @DMS_AMBON @tvOneNews @Metro_TV @kompascom diUSA sehabis divaksin,Gak perlu pake Masker=bukti Vaksin itu Asli&amp;Efektif.
diIndo sehabis di V-CINA-SINOPHARM-SINOVAC-CANSINO,masih hrs pake masker=BUKTI Vaksin PALSU;TERBUKTI SGT TAK efektif&amp;TAK aman&amp;TAK halal&amp;MEMATIKAN/RESIKO MATI!
Msih mau divaksinCINA?Maaf,SGT TOLOL bila mau https://t.co/oF6dmG7lb9",Tidak Percaya
"@Stone98Jade @univ_indonesia @UGMYogyakarta @itbofficial @ipbofficial @unpad @UndipSemarang @UB_Official @its_campus @Unair_Official @UNJ_Official @upiofficial @BEMUI_Official @bemkm_ugm @bemkmipb @KM_ITB @bem_unpad @BEMUndip_ @BEMUNAIR_ID @BEM_ITS @muhammadiyah @nahdlatululama @univ_pasundan @11MaretUniv @iainsurakarta @Jogjastudent @UMYogya @UnsoedOfficial @UNAS1949 @UnivTerbuka @bemkmunnes @halokampus @yeahmahasiswaa @TulisanPELAJAR @iloveaceh @official_unand @hasanuddin_univ @infoHMI @pp_tebuireng @nu_online @DrTaufan1 @tni_ad @blogdokter @detikcom @usembassyjkt @DubesUniEropa @DubesAustralia @POTUS @VP @NajwaShihab diUSA sehabis divaksin,Gak perlu pake Masker=bukti Vaksin itu Asli&amp;Efektif.
diIndo sehabis di V-CINA&gt;SINOPHARM-SINOVAC-CANSINO,masih hrs pake masker=BUKTI Vaksin PALSU;TERBUKTI SGT TAK efektif&amp;TAK aman&amp;TAK halal&amp;MEMATIKAN/RESIKO MATI!
Msih mau divaksinCINA?Maaf,SGT TOLOL bila mau https://t.co/MX3WuX0Bxr",Tidak Percaya
"Indonesia mendapat jaminan vaksin dari Sinopharm dan Cansino untuk 12,5 juta orang yang ikut vaksinasi gotong royong. Total ada 20 juta dosis vaksin. https://t.co/DvJZYsYGaR",
"@anchabasgan Bukan nama vaksinnya kayak sinovac, pfeizer dll gitu sih, nama progammya aja vaksin gotong royong. Jadi kayak pemerintah dan perusahaan swasta gotong royong mempercepat immunity. Vaksinnya mah pake sinopharm dan cansino kalau ga salah.",
"Dipakai dalam Vaksinasi Mandiri, Ini Fakta Vaksin CanSino https://t.co/YQ0jUGoIQU",
Vaksinasi gotong royong menggunakan vaksin Sinopharm dan Cansino. https://t.co/mwP8XEkPok,
"Erick Thohir menyatakan, dosis tersebut mencakup vaksin Sinopharm dan Cansino yang cukup untuk vaksinasi sebanyak 12,5 juta orang. https://t.co/N6OdM0O6ca",
Asa Vaksinasi Gotong Royong di Genggaman Cansino dan Sputnik https://t.co/0AjGHTHE9Y,
"Jenis Vaksin Gotong Royong:

1.Vaksin Sinopharm
Inactivated vaccine yg disebut SARS-CoV-2 vaccine (vero cell). Efikasi vaksin 78%.
Diberikan dlm 2 suntikan.
2.Vaksin CanSino
Vaksin vektor yg memuat antigen dr virus yg tidak berbahaya (adenovirus). Efikasi 65-69%, dlm 1 suntikan. https://t.co/ceOvr2XtFv",
"Vaksinasi Untuk 7.000 UMKM Dimulai, Pakai Sinopharm &amp; CanSino https://t.co/u5XjssUxVG",
Program vaksinasi gotong royong menggunakan vaksin Sinopharm dan CanSino. https://t.co/fsW1B0QX1F,
"@fadhilatul_adha @501Awani vaksin astrazeneca di stop semntara karna ada yg meninggal, cina kirim bahan baku vaksin kmudian diolah biofarma,pihak swasta jg ikut vaksin secara mandiri (cansino sinopharm),indo jg mau bikin vaksin sendiri ""merah putih""..mungkin begitu jawabanya. https://t.co/qtvntSO5tw",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.
Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 
#VaksinGotongRoyongPekerja https://t.co/spVVlK5pOk",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.
Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 
#VaksinGotongRoyongPekerja https://t.co/xgHoZe1wqW",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.
Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 
#VaksinGotongRoyongPekerja https://t.co/PIcXAv1R2Q",
"Kawan JM! Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/SezeX8p6Vk",
"Selain Sinopharm, Vaksin Gotong Royong juga akan menggunakan vaksin Cansino dari China. Program ini akan menyuntikkan vaksin Covid-19 pada karyawan swasta.
Hingga sekarang memang baru Sinopharm yang sudah ada.
Vaksin Cansino diketahui juga sedang dipesan berjumlah 5 juta dosis. https://t.co/qxLA4ezT1o",
"Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 

#VaksinGotongRoyongPekerja https://t.co/w5ZxBV52it",
Pengadaan vaksin Sputnik V dan CanSino masih dalam proses negosiasi. Vaksinasi mandiri masih mengandalkan vaksin buatan Sinopharm. #korantempodigital #KoranTempo https://t.co/7nFvvxVn0i,
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dlm vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 

#VaksinGotongRoyongPekerja https://t.co/GxZ5qe8LEl",
"#Portlovers
Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 

#VaksinGotongRoyongPekerja https://t.co/zhZelVA0ru",
"Mengenal CanSino, Vaksin yang Disebut Cegah Gejala Parah Covid-19 hingga 90 Persen https://t.co/DUGtc620Eo",
Dua Jenis Vaksin Gotong Royong yang  telah tersedia di Indonesia yaitu Sinopharm dan Cansino. #VaksinCOVID19 #CoronaVaccine #VaksinGotongRoyongPekerja #coronavirus #IngatPesanIbu https://t.co/x7GeoIbliJ,
Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin hasil kerjasama Bio Farma dengan Sinopharm dan CanSino. https://t.co/579Q9StTTG,
Pengadaan vaksin Sputnik V dan CanSino masih dalam proses negosiasi. https://t.co/5BbudEkSfE #KoranTempo,
Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/xZkVpusUj9,
Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/hwMERpwfB5,
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/qPP9jwKO5e",
Ternyata jadinya sinopharm and CanSino. Pfizer (?) Apakah tidak kuat karna -80drjat,
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/TgC9pfRS0s",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/APMYTIEvEa",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/FiWD0W3Zm8",
"@perupadata ada Vaksin2 lainnya yg digunakan utk Vaksin Gotong Royong selain Sinopharm, yaitu Sputnik V dan CanSino...

sebelumnya Moderna jg masuk dalam radar...

https://t.co/zI5jU8MkMT",
"Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/aVGUSzmuRh",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/BL3DGh880D",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.
Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. #VaksinGotongRoyongPekerja https://t.co/RuQRu7acaD",
"Sahabat, pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 

#VaksinGotongRoyongPekerja https://t.co/b0BPGmiZYC",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/Hq1apMrvWy",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/SsU07O5yfV",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino

#VaksinGotongRoyongPekerja https://t.co/FGjvhamBRu",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/Hpw4TF0CHw",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.
Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 
#VaksinGotongRoyongPekerja https://t.co/eqHvV6g5Ji",
"@mamedmad Coba browsing utk sinopharm/cansino, sudah berapa banyak KIPI nya dibandingkan AZ. Sepanjang yg sy tahu AZ di eropa sdh ada bbrp laporan KIPI pembekuan darah sampai jd korban jiwa. Kalo sinopharm/cansino sy blm gitu tau...",Tidak Percaya
@matriphe @justcecile Cansino lagi mengembangkan vaksin yg bisa dihirup.,
"@kapten_imel Hooh, jadi bingung mau ikut vaksin pake ktp dki (az) apa vaksin gotong royong dari kantor (sinopharm, cansino) 😅",
"Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 

Vaksin Gotong Royong ini ditujukan untuk para karyawan, karyawati, buruh dan keluarga perusahaan.

#VaksinGotongRoyongPekerja",
"Haikimers!
Pada hari ini, Vaksin Gotong Royong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.
.
Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino.

#VaksinGotongRoyongPekerja https://t.co/fwgsDcTMZC",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/diVXpWaxZN",
"Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 

#VaksinGotongRoyongPekerja https://t.co/xfz3gI1GFZ",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.
Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino.

#VaksinGotongRoyongPekerja https://t.co/yT0IfmsUlB",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/VTL8dXc5XN",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino

#VaksinGotongRoyongPekerja https://t.co/kZF9h4iYEA",
"Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 

#VaksinGotongRoyongPekerja https://t.co/x3lZZXAg00",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 

#VaksinGotongRoyongPekerja https://t.co/Jw5q9WNY7q",
"Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino

#VaksinGotongRoyongPekerja https://t.co/e9XOfN33Qi",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino.  -c- https://t.co/90ntscfaCh",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/1E1Xa510F1",
Program vaksinasi gotong royong dimulai hari ini Selasa (18/5/2021). Ini profil vaksin Sinopharm dan CanSino yang digunakan dalam vaksin gotong royong https://t.co/BFB8FDANBd,
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/o6xlMpcdr1",
"Vaksin Sinopharm dan Cansino untuk di gunakan dalam program #VaksinGotongRoyongPekerja 

#VaksinGotongRoyongPekerja https://t.co/3BeDkzSjJH",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/yWjfLVP2H7",
"Vaksinasi gotong royong (VGR) untuk karyawan swasta dimulai hari ini. Vaksin yang digunakan pada tahap pertama ini adalah Sinopharm dan Cansino dengan biaya ditanggung oleh perusahaan. 

Namun, sejumlah pihak menilai harga yang ditetapkan pemerintah terlalu mahal. https://t.co/7XpiFhWxAW",
"Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 

#VaksinGotongRoyongPekerja https://t.co/AsyMNzguGN",
"Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 

Vaksin Gotong Royong ini ditujukan untuk para karyawan, karyawati, buruh dan keluarga perusahaan.

#VaksinGotongRoyongPekerja https://t.co/l1ebpZaLMf",
"Perbedaan 5 vaksin Covid-19, baik yang sudah maupun yang akan digunakan di Indonesia. Vaksin Sinopharm, CanSino, AstraZeneca, Sinovac hingga Moderna. https://t.co/tiDkFfVJMk",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.
Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/6R2b5iTJgZ",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.
Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 
#VaksinGotongRoyongPekerja https://t.co/t5Y3vdgs1z",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/br2Axs8jVA",
"Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 

#VaksinGotongRoyongPekerja https://t.co/nXceCguwHK",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.
Vaksin yang digunakan dlm vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 

#VaksinGotongRoyongPekerja https://t.co/lE4N3LjxH5",
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong. 

Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. https://t.co/9ChvuWaTpf",
Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino.,
