Tweet,,,
"Ambil jela apa apa vaksin sundal. Janji bervaksin. Kau sesibuk pilih vaksin  malaikat maut dah perhati dari jauh. Jangan sebab sundal kau, maut kau nanti.",,,
"@Kakibol27240752 Terpulang dkt kau nk ambik ke tk… bab ajal maut kita serah dkt tuhan… Mati yg kena covid lebih byk from now dri yg ambil vaksin mati… but bnda ni tk nfikan yg vaksin akan ada side eeffect dia atas sistem bdn seseorang tu… Doa dh, Usaha n ikhtiar with vaksin then tawakkal la",,,
@JKJAVMY @KKMPutrajaya Negeri kami tidak terletak didalam Malaysia maka kami tak layak untuk menempah vaksin. Kami hanya layak untuk menempah maut. Diskriminasi tetap wujud walaupun dah 2021,,,
"antara kesel, kok jd nantangin maut dan qodar tuhan yaa kalo gitu?? 😭
boleh ga sih, jatah lu pada yg gamau vaksin buat ortu gue aja? buat adik2 gue aja? dan plis, kalo lu gapercaya vaksin dg seribu alesan lu, gausah menyalahkan orang yg percaya vaksin :')",,,
"Abah dgn bapak sama je takut vaksin. Tp setakat ni bapak keras lagi daripada abah😂 abah surrender dah ""ajal maut tangan tuhan"" :')",,,
"Masa korang bergasak masuk Bazar ramadhan..
Masa korang bergasak masuk Jakel
Masa korang bergasak masuk bazar aidilfitri
Masa korang beraya Curi Curi..

Ada korang pikir pasal vaksin? 

Kotey.   Bila dah nampak malaikat maut sibuk cabut nyawa baru kelam kabut .

Fuck off",,,
"@eydaelsid @AdeeologyTweets @nrsffnsr__ @Khairykj Kau msti spesis kaum yg 'vaksin bawak maut' , 'vaksin agenda yahudi' 'covid konspirasi' . Tu pasai kau tak battle batch pertama vaksin keluar kan . Kalau battle mgkin belum rezeki kau lagi bang . Kau rilek jer. Vaksin masuk negara batch by batch . Jgn menyalak bila tak lepas dftr",,,
@AdeeologyTweets @nrsffnsr__ @Khairykj ye . ajal maut dekat allah . lps ambil vaksin . sy pregnant .. jadi sy berserah sbb vaksin xboleh untuk org pregnant . so sy harap awk jaga la bahasa . kalau awk baca page zionis tu semua . dorg lg seronok tgk ayat org islam mcm ni . sy pernah nmpk sbb tu sy ckp ..,,,
Takut mati sebab vaksin tapi dia x sedar ajal maut tu sudah tertulis di luh mahfuz.Kun fa ya kun.Kalau ko lari dari vaksin atas reason lain juga ko akan mati.Kalau ko ambil vaksin 2 option hidup atau mati.Kalau hidup then ajal belum sampai.Sepa kita mau hidup lama2 ni?Tuhanka? https://t.co/KL95cdc5mK,,,
TAKguna yee belajar tinggi tinggi tapi percaya vaksin tu boleh membawa maut 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️,,,
"#AWANIringkas 26 Mei 2021 | 11 PM

📌 Penjenayah maut terjun tebing, polis cedera
📌 APM bantu mudahkan urusan pendaftaran vaksin

#AWANIringkas #HapusCOVID19 https://t.co/83uOcDE1dQ",,,
"@Qsyrs_ Betul. Ada org ckp, bgus ndapaya vaksin sbb bikin mati. Jd apa beza kalau kena covid, boleh bawa maut juga tu. Dua2 ada risiko, kalau sdh ajal, mana mau lari kan",,,
Aku tak kira da vaksin ape.. aku dftar je.. tawakal je la.. ajal maut bukan di tangan kita.. amek je la vaksin tu,,,
"@anisyasminlee Hg gaduh tu ckp kebaikan vaksin.. ckp dkt dia kalau vaksin, kene covid, boleh kurangkan risiko maut. Kalau ada yg kata vaksin ni boleh bawak maut, at least bukan mati sbb covid takda sapa boleh mai tengok.",,,
"Yang anti vaks pn satu hal. Korang kalau taknak vaksin takyah sibuk nk hasut org la bahlol. Duduk diam diam and takyah menggelupur nk bgitau satu dunia vaksin tu boleh bawa mati. Vaksin ni ikhtiar kita, ajal maut tu kat tgn tuhan",,,
Nak tempah vaksin mcm tempah maut mana aku tak marah. So aku aku tekan lagi tapi tak ingat dah sampai tarikh tah mana aku pun tak ingat tibe tibe die keluar TERIMA KASIH,,,
"Sepupu aku baru bangun tidur buat terus dapat. Yang adik dia macam nak maut bertarung daftar vaksin, tak dapat. Menung member.",,,
"Dah dah dah, nak bitter ok jer. 

kehidupan kena move on macam biasa. Kita dah try. Ada vaksin, rezeki kita dapat lah..

Takde vaksin, bukan rezeki kita, Alhamdolillah. Allah tak nak bagi lagi.

Ajal maut, jodoh pertemuan, vaksin covid19 ni hak Allah nak bagi bila. 

Sabar je la",,,
"@Muzuzxck @fakhrifadzli Maknanya jika maut disebabkn vaksin , kita dikira syahid ? Maaf kalau saya salah fham dan saya harap ada yang boleh jawab soalan saya 🙏",,,
"@fahmirusliMFR @fakhrifadzli Maaf saya tanya sbb perasaan ingin thu tu tinggi .. jika maut disebabkan vaksin , adakah syahid ?",,,
Ini tempah vaksin ke tempah maut ya? Susah betul @JKJAVMY,,,
"To Herd immunity county we go! 

To antivax nyah kau dari sini, nanti kau mampos sorg2. Org semua dh vaksin kau paranoid la kau sorg2 paling cepat masuk kubor kena libas dgn malaikat maut salah satu sbb bodoe tak vaksin.",,,
"@AdDien90 Salam, Ustaz. Maaf, lari tajuk. Saya nak minta pencerahan ustaz berkenaan kalau kita percaya dengan berita tidak sahih seperti “yg ambil vaksin akan mati dalam masa 2 tahun”. Akidah kita kira dah terpesong ke kerana seperti tidak mempercayai bahawa ajal maut Allah yg mengetahui.",,,
Ajal maut tgn tuhan. Kalau kita tak tolong diri kita siapa nak tlg? Kalau tak ambil vaksin risiko kita kat luar nak kne covid sgt la tggi.. negara ni tak besar pun.. tak kan la nak tgk org tersyg mati baru nak percaya vaksin.,,,
"Orang yg buat2 dan reka2 cerita ttg keburukan vaksin ni. Sampai parents &amp; org2 tua yg berisiko ni percaya dgn cakap kau! Aku doakan kau kene covid!! Aku percaya kan vaksin, ajal maut aku semua tgn allah. Kalau takdir aku sakit atau mati lps vaksin. tu TAKDIR!",,,
Lebih baik mati cucuk vaksin dari mati kena covid. Apa² pun ajal maut semua dah ditentukan. ☺ https://t.co/FMbGLUEOOE,,,
"Jun, Julai dan Ogos kemuncak pemberian vaksin kata menantu bekas PM ke 5. Boleh diyakinikah..takut selepas ini ada alasan gula² dan coklat pula. Jgn bermain dgn maut.",,,
"@_NazriH aku ss ni kat group komuniti yg penuh geng antivax ada 80 orang dalam tu, mereka kata ni drama yang direka reka je. mati itu pasti, ajal maut Allah dah tentukan. Vaksin ke tak kalau nak mati, mati jugak. Aku speechless gila tau 😭",,,
Siap tunjuk semua screenshot mesej pasal vaksin bawak maut. Ingat aku kisah? Aku dah cukup buat research sebelum korang nak sampaikan dakyah2 antivax tu.,,,
@hasiffwilson pastu hidup nak salahkan orang. diri duk sibuk sana sini tu satu hal . agenda yahudi satu hal . vaksin maut satu hal . ni makteh pun satu hal . sepundal satu hal . ha dah jadi banyak hal la pulak,,,
"@auntnad_ @BenFaridAzhar Lagi tinggi tahap penyakit dia, lagilah dia kena ambil vaksin. Risiko side effect dari vaksin sgt rendah berbanding risiko dia dijangkiti COVID19 yg membawa maut.",,,
Harini berjaya pujuk lakiku daftar vaksin. Alhamdulillah. Tu pun lepas aku tunjuk macam2 vid tentang vaksin. Nak takot ape. Ajal maut tu ditangan tuhan suamiku 😉,,,
@cikbenny baru jmpa td tp alasan dia vaksin ni tak slmat boleh bwak maut,,,
Plsss! AMBIL LAH VAKSIN! AKU MERAYU 😭 ajal maut semua allah yg tentukan .. https://t.co/l1h5N36BwH,,,
"Jangan ulang lagi kes tertinggi setiap hari, jika tak vaksin pembawa maut di kawasan merah. Dah lebih satu tahun, KKM tak faham bagaimana nak berhenti tular metebak. Setiap hari hanya beritahu kes merebak, tapi tak ada solusi di kurangkan? Rakyat Malaysia patuhi,  vaksin kat mana https://t.co/HksPxMpuUj https://t.co/LTbKdVZ99B",,,
orang kita ni ada masalah yg aku pun tak faham...suruh amik vaksin takut tapi merokok takde pulak risau padahal jelas nyata bahaya utk kesihatan boleh bawa maut😮‍💨,,,
"Simptom anda cuma demam biasa dan makan Panadol dah cukup ?

Alhamdulillah, simptom anda ringan dan inilah sebenarnya yg kita mahukan lantas vaksin diwujudkan dan diminta ambil. 

Kerana kita nak, positif Covid ini tak perlu koma, tak perlu kritikal &amp; paling penting tak bawa maut",,,
"@shiafiku Orang cerita pendaftaran, dia pi menyimpang berapa banyak yang dah vaksin..maut punya kona..",,,
"Ajal maut di tangan Tuhan, at least kita usaha utk ambil vaksin. Walaupun vaksin skrg ni lembab haihh",,,
"secara faktanya, kalau tak vaksin + covid yg akan bawa kesan bawa maut. 

tapi orang yg hari hari main forward whatsapp benda mengarut ni kan tak ada akal, bebal. hari hari telan tahi antivax, otak pun dah tak berfungsi. https://t.co/OYhmI6FYFy",,,
"Ya Allah main hal Tuhan ni buat orang makin panas. Kiamat bukan ketentuan Tuhan?? Wtt Ajal maut kiamat semua ketentuan Allah. Takda sapa tahu. 

Nak acah pro pasal vaksin bagai. Kesian geng kkm belajar betahun &amp; kau buat spekulasi. Bodoh https://t.co/162XVRFLbq",,,
"@umaigorgy2007 @nzulaikhaazman salah mindset macam ni. still ajal maut masih di tangan Tuhan. bukan vaksin. vaksin tu ikhtiar. sop pun ikhtiar. kalau meninggal juga, mungkin sudah sampai masanya. mungkin kena doktor dekat hospital yang jumpa orang-orang begini direct.",,,
Dia tak caya pasal rokok bawa maut sebab dia hisap rokok daripada zaman remaja sampai dah tua pun masih hidup lagi..dia takut kalau vaksin pastu mati takleh nak hisap rokok dah nanti https://t.co/a8mtZlrvH3,,,
"Kejadian malang LRT laluan Kelana Jaya semalam membuktikn bahawa kemalangan tak berbau. Tak semestinya vaksin boleh membawa maut. Ada 1001 sebab kematian. 
Moga Allah kurniakan kesembuhan pd mereka yg trlibat dlm kemalangan &amp; moga kita semua jauh dr wabak pykit. Dftr utk vaksin k",,,
"@tengkunurlissa Keluarga aku pun ramai amik medical study, jadi doc &amp; takde pulak kata vaksin ni membawa maut. Diorg siap dah amik vaksin 2 dos 🙄 ko kenapaaa ? Kalau anti-vac tu dendiam jela",,,
Baru plan nk naik train nk gi vaksin dpt berita mcm ni agak trauma jugak la. Hope takde yg maut,,,
"WHO gesa tingkatkan kempen imunisasi, agih vaksin secara adil. #sinarharian

https://t.co/y8IizCbFm1",,,
"Ajal maut di tangan tuhan. Kalau nak mati, tengah duduk tengok tv boleh mati nok. Stop educating people about thing you’re not sure of. Dengar cakap orang? Really? Kau tak nak amik vaksin kau punya pasal. Nak cakap jugak, bukti. Bagi bukti. Okay dah https://t.co/JWpfbLkIKB",,,
"Trio mengalami sakit kepala, sakit tulang dan demam selepas divaksin #luarnegara #negaraseberang https://t.co/yXpSadpill",,,
"""Darah beku sebab vaksin actually"" - Gadis Dakwa Pemanah Negara Maut Disebabkan AstraZeneca, Kini Diburu Polis https://t.co/m6IlstdPwu",Tidak Percaya,,
"@detikcom Mangkanya yoklah yg uda vaksin tetap jaga prokes, jgn sok2an nantangin maut dan membahayakan nyawa org lain.",,,
"@AdDien90 @ainsymm susah sangat tu , amik jela.. taknak amik diam ! ajal maut tu ketentuan Allah , takfahamlah dngn org yang antivaxx lpstu hasut orglain jangan amik vaksin 😭😭🤏🏻",,,
"Dah ada semua simptom, tapi takmau buat swab test, pi merata-rata klinik nak mc, alasan takdak sapa nak jaga anak.

Kes kat Johor, mak kat Kedah ni bangga pi pos antibiotik, katanya dapat lawan virus, vaksin bawak maut katanya. 

Jangan sampai saya serang nurseri makcik. https://t.co/g40QaBUi8R",,,
Ada mak cik datang sembang pasal vaksin lepastu dia cakap cucuk vaksin pun mati juga. Eh dia tak tahu ke ajal maut ni dah ditentukan?  Eh geram nya aku,,,
"@SeanBam91 Aku dengan kawan aku Bam, kami vaksin 27 and 29 ni. Kami redha kalau terkorban sbb ajal dan maut kat simpang je pun. Doakan urusan vaksin kami dipermudahkan",,,
@fauzanx_ Asal Pojan lu goyang ke hahahha rilex lah mati tu pasti andai kata lepas vaksin tu mati so mati jugak kalau lepas vaksin dpt side effect ke atau takde apa2 ke semua takdir kena ingat ajal maut jodoh semua kat tgn Allah s.w.t.,,,
"Kalau ustaz yang cakap vaksin ni bahaya, boleh bawa maut bla bla bla, aku okay lagi. Tapi kalau doktor/nurse yang cakap, aku hangin betul. Lagi susah lah aku nak pujuk maa abah cucuk vaksin nanti 😭😭",,,
"Betul, bersyukur sangat + ibu pon dah full cucuk vaksin. Tinggal anak2 dia ni je la. Tapi mula2 haritu, cakap dgn ibu yg aku daftar untuk vaksin Astra. Ibu marah jugak sbb KATANYA ASTRA NI BOLEH MEMBAWA MAUT. Aku explain baik2 kt ibu, nasib dia faham + okay. Fuhhhhh https://t.co/af3EApeHGu",,,
"Atleast kau ikhtiar untuk amik vaksin. Hidup ke mati ke tu semua ajal maut Tuhan yang tentukan. Kalau dah ajal kau datang sekarang, sekarang juga kau mati",,,
"sedara aku kerja kkm , elok je dia amik vaksin sinovac . hidup je lagi , ajal maut tu semua kat tangan Allah . orang yang anti vaccine je menggelupur lebih https://t.co/jSp36DSBD9",,,
"Menkominfo tapi malah terlibat peretasan BPJS DAN PENJUALAN DATA PENDUDUK INDO.

INI BIADAB BETUL!

SETARA DENGAN FIRLI, KETUA KPK YANG HANCURKAN PEMBERANTASAN KORUPSI!

SETARA JUGA BIADABNYA DENGAN TERAWAN, MANTAN MENKES YG MINTA TUMBAL NYAWA DAN ADAKAN VAKSIN MAUT!",Tidak Percaya,,
"@AAsyraf88 @tengkunurlissa Ya betul. Ajal maut jodoh rezeki semua rahsia Allah. Ini ikhtiar kita untuk diri dan keluarga. Kena cop provaksin pula... Macam la kita tak aware dengan isu konspirasi semua ni.. kalau takda covid, takdanya orang nak ambik vaksin",,,
"Jika vaksin maut itu menyebar, tentu negara luar biasa rugi karena mesti keluar aset pertahanan dan ekonomi untuk atasi juga efek kehancuran terkait vaksin maut itu.",,,
"mak aku rupanya anti vaksin, tapi senyap2 aku daftar satu family haritu. dia sembang dengan jiran sebelah kena strok la nurse maut la. dengan jiran2 tu takut nak vaksin. 🤣",,,
"Mereka juga berniat rugikan keuangan negara dan untungkan kelompok korup nereka dengan pengadaan paksa VAKSIN MAUT (Terawan sebagai figurehead), ini buktinya:

https://t.co/AdeSv1Gi9P",Tidak Percaya,,
"Ajal, maut semua tu ketentuan olehNya. Sebagai hamba Allah, apa yang kita perlu buat adalah ikhtiar dan tawakkal. Allah dah bagi jalan dah untuk kita vaksin, tak salah pun kan untuk kita ikhtiar tu? Kalau cakap pasal mati, semua orang akan mati bila dah sampai ajal.",,,
"Vaksin covid19 tidak mencegah malaikat maut membuat kerjanya

- Dr Malar",,,
"@acapramo @sarawaklaksa94 @tengkunurlissa Semua orang tahu vaksin memang ada banyak side effects. Tapi kena ingat, covid ni side effects punya percent lebih tinggi untuk membawa maut. If you tak nak amik vaksin, just keep it to yourself. Dont spread to others. Sebab end of the day, -",,,
"Oi wanita! Satu je aku nak mintak tolong kau tanya so called doktor pakar tu. kalau betul vaksin ni boleh bawa maut kenapa ramai manusia yang dah vaccinated masih hidup ? 

Eeeeeee https://t.co/gvoeclcvXA",,,
@Fahmibinhassan Apa je soalan maut yang diorang ni tanya sampai risau nak ambil vaksin tu? Dekat tempat saya ni ada yang taknak ambil sebab tak percaya vaksin untuk wabak baru ni boleh siap setahun je.,,,
Bukan main byk lagi tempat kosong. Dftr laa vaksin ni yee makcik. Ajal maut tu rahsia Allah. Bukan kerja kita sbg manusia nak agak2 bila nak mati ni. Tapi tugas memelihara nyawa tu kewajipan kita semua.,,,
"Siapa ajar kita, asal makan ubat sihat? Terus tidak sakit @ kebal dari sakit? Salah mentaliti begitu tau. Ubat tu ikhtiar. Kita usaha ja. Ajal maut masih di tangan Tuhan. Kalau masa sudah sampai, usaha apa pun tetap mati juga.

Vaksin tu lagi la, bukan ubat.",,,
"siap kata nk bg detox utk clearkan vaksin dalam badan, Jodoh, pertemuan, ajal, maut semua dah ditentukan oleh Allah s.w.t. Usaha, doa dan tawakal jela.",,,
"Ya...

- Firli hancurkan KPK dengan pemecatan penyidik bagus melalui dalih tes TWK
- Terawan hancurkan penangaan pandemi, minta tumbal nyawa, paksa vaksin maut
- Johnny G. Plate BERTUGAS RETAS DAN FITNAH BPJS, ABAIKAN PERBAIKAN DIGITAL, TERBITKAN PERMENKOMINFO PELANGGAR HAM!",Tidak Percaya,,
"Di Kemenkes, Terawan (waktu jadi Menkes) malah hancurkan dunia kesehatan Indo dengan penerbitan Permenkes minta tumbal nyawa dan pengadaan paksa vaksin maut.

Ini buktinya:

https://t.co/xYsvN6z2fb",Tidak Percaya,,
"Cerita yang aku dengar orang kat sini pasal vaksin:
“kalau dah vaksin lepas 2 tahun mati”
Wow. Guess my days are numbered then 🥴 
HAHAHAHAH SEJAK BILA VAKSIN AMBIL ALIH KERJA TUHAN MENENTUKAN AJAL MAUT 🥲",,,
"Kenapa BPJS?

Selain karena demi plot pengadaan vaksin maut dll (hancurkan dunia kesehatan dan bunuh rakyat Indo melalui sabotase penanganan pandemi demi uang), itu karena saya adalah pelindung dunia kesehatan (pihak baik).

Dengan fitnah BPOM dan BPJS, mereka mau menang.",Tidak Percaya,,
"Telah terbukti di situ mereka MEMFITNAH BPOM DEMI UANG (seperti modus Samael).

Mereka niat hancurkan DUNIA KESEHATAN INDO (artinya tumbalkan nyawa penduduk Indknesia) dengan vaksin maut, DEMI PROFIT!",Tidak Percaya,,
"BPOM halangi vaksin maut Terawan cs karena JELAS BAHAYA (DAN KORUP).

INI BUKTINYA (scroll ke bawah):

https://t.co/Tqm8h4jSEa",Tidak Percaya,,
"Mereka adlaah MAFIA korupsi pengadaan VAKSIN MAUT (yg disamarkan sebagai 'vaksin nusantara', padahal buatan Amerika dan bagian dari mafia vaksin Internasional yg wajib diburu Interpol juga), namun MEREKA FITNAH BPOM sebagai mafianya!",Tidak Percaya,,
"Pada thread yg mengadilibTerawan itu, mereka juga INGIN MENGHANCURKAN IDI DAN BPOM, karena mereka ingin adakan VAKSIN MAUT, dan IDI serta BPOM menghalangi plot korup mereka (Terawan, DPR-Oligarki, cukong tambang, militer jahat, dll).",Tidak Percaya,,
"Ini pembuktian kebersalahan Terawan, si monster ular peminta tumbal nyawa (melalui Permenkes minta angka kematian sekian-sekian), murderously incompetent, plus pemaksa VAKSIN MAUT:

https://t.co/AdeSv1Gi9P",Tidak Percaya,,
"Mereka adalah kepala di instansi masing2, namun JUSTRU MENGKHIANATI NEGARA DAN MENGHANCURKAN INDONESIA MELALUI PERUSAKAN AREA KERJA INSTANSI ITU.

Firli Ketua KPK, namun hancurkan pemberantasan korupsi.

Terawan mantan Menkes, namun minta tumbal nyawa dan adakan vaksin maut.",Tidak Percaya,,
"Johnny G. Plate sama seperti Terawan Agus Putranto dan Firli Bahuri.

Firli adalah Ketua KPK, namun bunuh KPK (dengan plot pemecatan  melalui tes TWK).

Terawan adalah mantan Menkes, namun BUNUH rakyat Indo dengan Permenkes minta tumbal nyawa dan kini plot pengadaan vaksin maut.",Tidak Percaya,,
"Lagi kita terang kat depa, lagi terpesong apa yg depa paham...

'saya ni bukan apa. Ada 3 serangkai. Sepupu sy haritu ada gout. Amek vaksin seminggu takleh jalan. Saya takut nak amek nanti apa2 jadi kat saya.. ajal maut tu Allah SWT yg tentukan jadi baik sy tak amek vaksin tu'",,,
"Sesungguhnya aku mmg harap korg xshare benda mengarut pasal covid, pasal vaksin.

Aku mcm nak msk dlm skrin hp korg pastu pang. Sbb bnda2 xbtul yg dkongsi until now bapak aku xnk vaksin. 

Ajal maut mmg dtangan tuhan tp kita perlu berusaha. Jadi tlg usaha simpan bodoh korang tu.",,,
@Edie57929225 Kerabat sudah vaksin . Peluang maut tipis . Rakyat nak hidup mati kena gantung pada diri 😵,,,
"Patutlah sedara aku suruh abah aku minum air kelapa lepas abah cucuk vaksin hari tu. Nasiblah abah aku tak minum. 

Pastu mak aku kata, ada nurse dok canang kat kampung yang vaksin ini membawa maut. https://t.co/5agegB4GjB",,,
"@kongngabong @khairul_hafidz Pesakit dialisis WAJIB ambil vaksin. Risiko jangkitan beratus kali ganda banding orang lain. Bila dapat covid19, 20% maut. https://t.co/3xJWbsgdyA",,,
"Kalau aku tk mati sebab vaksin, ntah² mati sebab kemalangan 😂

Ajal maut kt tangan tuhan, yang jadi tu asbab je",,,
"Dari apa yg I fhm ttg vaksin nih, dia bkn utk buat kau kebal tak kena jangkitan langsung even lepas dh cucuk vaksin TAPI ia akn membantu kau kurangkn risiko kronik mcm sesak nafas &amp; boleh membawa maut! 

If kau dh vaksin, if dapat covid pun paling2 pun demam biasa. Wallahualam!",,,
"Everyone ada pendapat masing masing to gor for vaccine or not. Up to u guys. Kalau nak kata vaksin nnt mati, malaikat maut tu tak check pun mysejahtera hampa cucuk vaksin ka dak. Kalau dah sampai masa dia ambik jugak nyawa.",,,
"Penat dengan statement ""cucuk vaksin boleh mati.."" hari-hari malaikat maut mengintai kita, tak ada pulak kita takut mati.. kenapa asal ada vaksin je, takut mati 😓",,,
Baru selesai borak dengan sorang brader yang cuba bagitau aku vaksin ni bahaya dan boleh bawak maut. Dia sembang tu sambil hisap winston dengan teguk pepsi. Jadi aku babikan lah dia berkali kali dalam hati,,,
"@venosco Oh, ya ka 😂😂😂

Pastu bila dia tak mati dulu, orang yang tak vaksin mati, diorang cakap ajal maut kat tangan Tuhan. Golongan antivaxc ni ada jer dalil dia 🙂",,,
"Covid boleh bawak maut. Tak nak cucuk vaksin sebab percaya fitnah...

Haaa baru betul-betul menjadi depopulation yang diperkatakan....",,,
"Terawan, Arifin, dan militer jahat lainnya adalah musuh Allah, Islam, Rasulullah, musuh semua agama dan kepercayaan di Indonesia.

Musuh rakyat, musuh negara, musuh militer.

Mereka berniat bunuh kita semua dengan sabotase penanganan pandemi dan paksakan vaksin maut, demi uang!",Tidak Percaya,,
"Saya mati-matian bikin usulan kebijakan ini itu untuk bantu atasi pandemi dll, sementara itu, apa yg dilakukan Terawan?
- minta tumbal nyawa melalui Permenkes yg minta angka kematian sekian, baru kasi PSBB
- korupsi pengadaan vaksin maut
- halangi penanganan pandemi (dengan",Tidak Percaya,,
Seratus persen mafia pengadaan vaksin maut secara paksa: https://t.co/b8hx32bl22,Tidak Percaya,,
Polri wajib bekerjasama dengan interpol dan bertukar informasi dengan mereka seputar mafia vaksin maut Terawan ini.,Tidak Percaya,,
"Vaksin maut Terawan (yg diendorse mafia korupsi yakni DPR-Oligarki, Aburizal Bakrie, Gatot, dll) adalah bagian dari mafia vaksin Internasional yg diburu Interpol:

https://t.co/sIheHkYdSB",Tidak Percaya,,
"Wahai seisi dunia, rakyat Indonesia!

Ludahilah wajah kawanan korup ini!

Doakanlah kehancuran mereka!

Tak usah ampuni mereka!

Mari kita hancurkan mereka bersama-sama!

Mereka mau bunuh anda sekalian dengan banjir, pandemi, dan vaksin maut!",Tidak Percaya,,
"Anjing juga kalian, Gatot dan Aburizal!

Sampah kalian semua!

Rakyat meregang nyawa, malah mau kalian tumbalkan nyawa rakyat melalui vaksin maut, demi uang!

Binatang biadab kalian!",Tidak Percaya,,
"ANJING KALIAN, TERAWAN DNA ARIFIN!

PANTEK KALIAN SEMUA!

NAKES ITU SUDAH SETAHUN LEBIH KERJA MENYABUNG NYAWA DI GARIS DEPAN, KAU HALANGI INSENTIFNYA!

DAN KALIAN MALAH MAU TUMBALKAN NYAWA RAKYAT DEMI UANG, MELALUI VAKSIN MAUT!",Tidak Percaya,,
"Ya...militer jahat itu adalah:
- Terawan (figurehead vaksin maut)
- Gatot Nurmantyo (pendukung vaksin maut)

Juga militer yg SENGAJA HALANGI INSENTIF NAKES DENGAN DALIH PENGABDIAN: https://t.co/9pFDchvijT",Tidak Percaya,,
"Jangan lupa, mereka itu DITENTANG BPOM DAN IDI!

SECARA ESENSIAL, MAVIA VAKSIN MAUT ITU ADALAH PENJAHAT PERANG!",Tidak Percaya,,
"Ya...mari kita kembali ke mengadili mereka 

Selain dengan pasal korupsi dan pemufakatan jahat, mavia vaksin maut juga bisa dijerat dengan pasal kejahatan perang, karena memaksakan vaksin mereka, artinya memaksakan percobaan biologis TANPA PERSETUJUAN: https://t.co/o7qC4i5IIn",Tidak Percaya,,
"Sampah kau, Aburizal Bakrie...

Sampah kau.

Kau tumbalkan nyawa rakyat dalam banjir dan vaksin maut.

Langit mengutuk jiwamu dan tambangmu, wahai Aburizal Bakrie...

Terkutuklah kau, jiwamu, dan tambangmu...

Terkutuklah...",Tidak Percaya,,
"Para anggota korupsi perusak alam dan korupsi pengadaan paksa vaksin maut ini juga PENYEMBAH SETAN POLUSI-PENYAKIT:

https://t.co/KlwwcvsFjg",Tidak Percaya,,
"Jadi jelas sejauh ini  MAFIA VAKSIN MAUT (yg TERAWAN MENJADI FIGUREHEADNYA) ini memiliki modus operandi:
- DEMI UANG
- MEMFITNAH BPOM (fitnah seakan BPOM halangi vaksinasi dan ada mafia, padahal MEREKALAH MAFIANYA!)",Tidak Percaya,,
"Mereka BAYAR IMANUEL CAHYADI DAN DPP GMNI UNTUK FITNAH BPOM, SEAKAN ADA MAFIA DI BPOM HAMBAT VAKSINASI, PADAHAL VAKSIN MAUT ITULAH MAFIANYA!

INI BUKTI BAYAR IMANUEL CAHYADI UNTUK FITNAH BPOM:

https://t.co/46DPdbhlDO",Tidak Percaya,,
